userID|itemID|prediction
1182|32204|0
1189|1351|0
1189|20694|0
1194|21356|3
1195|14005|0
1201|13664|4
1201|27578|1
1203|29260|0
1204|12202|0
1208|17785|4
1210|26616|0
1214|2446|3
1219|10961|0
1222|8714|0
1223|23148|0
1227|22252|1
1234|12528|0
1234|16020|2
1234|17503|3
1234|29703|3
1254|24816|0
1260|2517|0
1274|13624|0
1280|5076|4
1287|21230|0
1287|24973|0
1297|2168|0
1297|11669|0
1297|15688|0
1297|17752|0
1303|18438|0
1304|21961|4
1316|26325|1
1318|773|2
1338|637|4
1357|2826|1
1360|14420|0
1377|11251|0
1384|14776|3
1389|20768|0
1400|5543|2
1402|17009|0
1402|28454|3
1403|2428|0
1416|16972|0
1418|4981|2
1420|20564|0
1435|11199|1
1435|26545|2
1442|13605|0
1442|23381|4
1450|7815|0
1453|15423|1
1453|20594|0
1460|30362|0
1475|29657|2
1484|32148|4
1489|395|0
1492|27560|0
1495|20436|1
1505|6276|1
1505|21058|1
1528|26288|4
1531|16066|0
1532|17026|0
1570|9526|3
1571|19932|0
1571|22252|4
1574|19336|0
1576|30445|0
1584|4063|0
1597|29657|4
1601|11188|0
1610|19867|0
1611|26195|0
1618|4702|4
1618|15491|0
1618|17089|3
1622|20478|0
1626|25167|2
1629|9262|0
1635|9215|0
1637|21305|0
1653|7409|0
1656|18796|1
1665|2509|4
1670|11199|4
1675|31663|2
1677|29433|0
1681|26159|3
1687|26273|0
1699|5926|0
1699|20572|0
1699|30031|4
1700|4806|0
1701|478|0
1704|20138|0
1708|15270|3
1709|18569|0
1711|22427|0
1712|13576|4
1724|27263|3
1725|6654|0
1725|18585|1
1729|32428|0
1735|24051|2
1735|30511|3
1744|12428|4
1745|30133|3
1749|12663|0
1754|1924|0
1757|8935|0
1757|25167|2
1762|2920|3
1785|23869|0
1785|29301|0
1786|13675|2
1788|15385|0
1790|24264|0
1795|29146|0
1799|8705|0
1802|10202|1
1807|1970|0
1807|31244|0
1821|8779|4
1821|16571|2
1821|18630|3
1823|25349|0
1825|2517|0
1826|8156|0
1833|3630|0
1833|18816|3
1833|22362|0
1834|637|0
1841|24505|0
1844|29492|0
1844|29660|0
1851|25671|1
1857|11199|0
1857|27899|3
1863|15978|2
1865|13576|0
1865|30133|0
1876|18478|0
1887|10703|2
1893|11346|3
1893|26568|3
1895|19281|4
1895|20131|3
1895|20706|1
1904|11251|0
1920|12202|0
1923|7032|4
1928|20678|0
1929|882|0
1958|11251|3
1958|18630|0
1960|10258|2
1968|31619|0
1970|2787|0
1977|23913|2
1978|24872|0
1978|29657|0
1979|3226|0
1979|10826|0
1992|3918|1
1992|4421|0
1992|8398|0
1992|13253|3
1992|18630|4
1992|18817|4
1999|6769|0
1999|9185|0
2007|4600|0
2012|17681|0
2012|23284|0
2012|29980|0
2017|18042|4
2020|25993|0
2026|11925|0
2026|22975|4
2026|29228|0
2028|8366|0
2028|21901|0
2058|6079|4
2060|7553|0
2066|10473|0
2074|25663|4
2077|31262|0
2079|8233|0
2087|19443|0
2110|13752|0
2112|22667|3
2134|6024|0
2134|12528|0
2146|24450|0
2151|5076|3
2151|22892|0
2159|20131|0
2164|28222|0
2167|3327|0
2167|14784|0
2169|19387|0
2171|1942|0
2177|11522|1
2179|19281|4
2192|10961|3
2195|31392|0
2198|6654|0
2198|16059|0
2215|20527|3
2216|18630|0
2224|4770|3
2230|12457|2
2233|5468|2
2251|24880|0
2257|5350|0
2257|7913|0
2257|19017|3
2257|21690|4
2257|25535|0
2265|3438|0
2265|3814|4
2265|5557|1
2269|5464|0
2270|12390|4
2274|18281|0
2275|6261|0
2281|5330|0
2281|10641|2
2281|16674|2
2281|25517|0
2281|26152|0
2281|32646|2
2283|2047|0
2283|31849|0
2286|31265|0
2292|11474|0
2292|29657|0
2295|18991|0
2295|31073|1
2317|11130|3
2321|18630|0
2331|4770|0
2336|3034|0
2339|21598|0
2341|19754|2
2372|1105|3
2372|6912|0
2372|18644|0
2389|4808|3
2391|8168|0
2405|21421|0
2408|4346|0
2408|26799|2
2409|2113|0
2409|4533|0
2409|20502|0
2413|30759|0
2416|2627|0
2424|32289|0
2425|1701|3
2425|15445|2
2425|18954|0
2426|6977|4
2436|4063|0
2436|23443|0
2436|24730|4
2438|23148|3
2445|9938|0
2447|6|0
2447|3039|0
2449|5557|4
2461|7190|0
2467|6731|2
2467|28140|0
2482|10376|2
2494|4823|0
2494|6300|0
2507|3027|0
2512|4205|3
2521|14853|0
2521|25471|2
2528|11009|0
2533|6112|0
2535|13675|0
2535|15564|2
2535|31571|3
2538|1970|0
2549|4402|4
2580|14815|3
2592|21223|0
2594|1075|2
2604|4456|0
2604|16319|3
2604|31347|0
2616|17291|0
2627|23050|0
2627|29657|0
2629|8615|0
2630|3423|0
2635|31850|0
2641|18630|0
2641|29657|0
2647|20403|0
2654|8019|1
2661|3501|1
2674|13367|4
2674|31915|0
2687|11950|0
2687|18630|2
2691|7483|1
2694|4063|0
2694|15141|0
2696|13352|4
2702|11140|0
2712|10507|0
2712|16059|0
2712|16593|0
2725|26970|4
2729|23004|2
2729|30764|0
2760|23582|4
2766|29657|1
2769|11706|0
2777|6559|0
2777|25895|2
2783|25383|3
2788|22860|0
2790|5973|0
2795|461|0
2795|4334|1
2799|19359|0
2800|13085|0
2806|18213|0
2819|27263|3
2828|11015|0
2849|12081|0
2851|18757|0
2855|8615|4
2870|9429|0
2871|15376|0
2875|31702|0
2886|25553|2
2888|23294|0
2889|26545|4
2909|17269|0
2911|14815|2
2913|18610|0
2915|5880|2
2915|16059|1
2915|26381|0
2917|15299|0
2917|28715|0
2918|368|0
2918|11251|0
2921|2509|3
2936|2118|0
2950|26250|0
2951|12251|2
2951|19870|2
2951|25895|3
2953|29342|3
2953|29660|0
2963|29657|0
2965|20748|4
2966|604|0
2966|17193|0
2966|23956|2
2966|26273|4
2973|11251|0
2973|18630|0
2976|8117|2
2977|26645|0
2981|11136|2
2981|19759|2
2988|29700|4
2995|20843|0
2995|29741|0
3000|24953|0
3014|2761|3
3023|15173|0
3030|13067|0
3031|23148|0
3034|21324|2
3034|23050|2
3040|31265|0
3041|12901|1
3042|29012|0
3042|32561|0
3051|6497|2
3051|24140|0
3054|20968|2
3054|22351|0
3062|19281|0
3071|4066|4
3083|25838|4
3086|23778|0
3090|11048|1
3090|19768|2
3093|14815|2
3093|19267|0
3097|5000|0
3097|10519|0
3097|11250|0
3097|28580|3
3099|8018|4
3099|8366|0
3102|4832|4
3102|18630|0
3103|6923|0
3121|23529|1
3122|5080|0
3132|3268|1
3132|9969|0
3132|17910|0
3132|26746|3
3135|18954|0
3139|4312|3
3139|4821|4
3139|27842|2
3153|24197|0
3155|875|1
3155|23360|2
3155|29301|2
3159|20131|4
3161|14377|0
3161|27307|0
3165|18579|3
3165|19435|0
3167|4705|1
3171|29534|3
3172|21930|0
3173|17188|0
3176|23337|0
3177|16017|0
3180|10507|0
3180|31392|4
3182|27424|0
3182|29463|1
3186|6381|0
3187|24416|0
3189|24538|0
3202|29660|4
3207|23582|0
3207|31702|0
3208|12209|4
3216|18007|0
3216|18817|1
3219|29657|0
3220|29657|0
3228|28531|2
3230|20131|4
3234|15971|4
3234|30891|0
3237|6363|0
3244|2476|0
3244|13236|0
3244|15003|2
3244|25993|0
3247|12817|3
3250|19771|1
3254|1841|3
3254|16680|1
3256|25993|0
3258|7021|0
3258|20748|0
3275|8895|0
3280|23175|4
3287|7894|3
3291|24512|3
3293|3438|3
3298|23810|2
3318|5556|0
3318|9649|0
3321|32047|0
3327|15445|0
3334|4601|1
3339|26468|2
3340|31392|0
3345|15667|0
3345|18782|0
3345|19353|0
3352|7644|2
3356|2321|4
3360|3113|4
3360|7374|4
3361|25703|3
3365|16571|4
3365|24466|0
3366|23582|1
3368|2655|0
3368|4027|1
3369|3749|2
3382|26141|4
3392|25642|3
3397|5950|0
3401|30362|4
3413|29657|3
3414|10611|0
3422|10440|0
3423|25950|0
3430|29592|0
3431|5103|0
3443|7881|4
3447|5095|0
3447|18846|0
3457|30445|3
3457|30511|3
3457|31850|4
3459|20131|4
3461|9761|0
3462|30570|3
3466|2761|0
3468|15428|4
3468|24623|0
3480|27273|0
3486|16269|1
3489|2563|4
3490|2609|0
3495|20028|2
3501|11088|4
3505|20131|1
3511|21118|3
3520|15661|0
3525|20436|1
3525|30859|0
3539|21744|0
3572|6197|0
3575|16536|0
3576|5237|4
3576|17809|4
3576|24171|4
3579|11865|0
3588|28348|3
3606|9540|0
3606|21343|2
3607|5221|0
3618|6354|0
3618|8927|3
3618|12977|0
3625|2264|3
3636|14467|0
3652|20150|2
3652|28298|0
3656|1970|0
3657|26886|4
3659|11532|4
3668|6|3
3676|2329|2
3676|5228|0
3676|11251|4
3676|12089|4
3676|22341|2
3676|27154|0
3676|29151|0
3685|15451|0
3687|16162|0
3691|3770|0
3703|26494|2
3711|703|0
3715|12364|0
3718|8969|0
3718|23050|4
3720|14381|0
3722|1398|0
3722|2264|1
3722|3039|0
3731|32046|4
3735|21961|0
3737|20681|0
3744|29657|0
3745|19382|0
3795|24340|2
3802|25760|1
3806|22582|0
3820|2831|0
3820|32146|2
3835|11120|0
3842|11710|0
3842|13676|0
3848|16599|1
3848|17512|0
3851|19407|0
3886|7139|0
3886|29331|0
3897|31515|3
3903|11155|0
3906|18630|0
3916|12063|1
3916|19976|3
3919|637|0
3919|31571|4
3922|7997|3
3922|10299|1
3922|20146|0
3925|6112|3
3931|17645|0
3931|24716|4
3933|16244|0
3935|9262|0
3937|8018|0
3939|4400|0
3946|10409|0
3954|7746|0
3954|19191|4
3960|6764|4
3967|5221|0
3968|30610|0
3970|24763|0
3975|18476|1
3986|1274|0
3986|1492|3
3986|2550|0
3986|2831|3
3986|3961|3
3986|4665|0
3986|6382|3
3986|7791|0
3986|11807|3
3986|14988|3
3986|24427|0
3986|25835|4
3986|26911|0
3986|29292|3
4006|12074|0
4013|6768|4
4035|14339|0
4046|882|0
4046|12528|1
4047|23733|2
4050|17026|0
4055|18488|0
4057|4454|0
4057|9851|4
4060|10452|0
4069|11001|0
4069|30445|0
4071|12141|0
4073|9831|0
4084|23948|0
4086|12747|1
4086|15197|3
4086|29657|0
4098|9492|0
4102|6731|3
4111|5209|4
4112|2134|4
4123|423|2
4123|2405|0
4123|20633|0
4135|23050|4
4136|22606|3
4137|12182|4
4137|22978|0
4138|29281|0
4139|29657|0
4147|1998|4
4147|15388|0
4152|11897|0
4152|19918|0
4153|13200|0
4153|25397|0
4156|18571|0
4156|30918|0
4163|12574|1
4167|17426|4
4172|1998|0
4172|6276|2
4172|11178|0
4176|16270|0
4176|17247|0
4179|12528|1
4181|10849|4
4183|1311|0
4185|11251|0
4186|24861|3
4201|22963|4
4204|15625|0
4206|12528|0
4217|24264|0
4221|18326|1
4230|23337|0
4233|30576|0
4252|10782|4
4254|26917|4
4267|3992|3
4274|12881|0
4283|3021|0
4284|17627|0
4284|27968|4
4285|6874|0
4300|4014|4
4300|12817|2
4300|19267|3
4300|20074|2
4304|10967|0
4316|14143|2
4321|26152|0
4323|20403|0
4326|2113|0
4326|7913|0
4326|32204|2
4327|19281|1
4341|16930|0
4347|13676|1
4351|2446|0
4365|1970|0
4369|14815|0
4371|832|2
4372|3359|3
4372|14340|0
4372|24175|3
4374|20300|4
4378|14320|4
4378|16162|0
4392|10648|3
4398|29657|3
4406|27915|4
4409|461|0
4411|27989|3
4416|23899|0
4427|9227|3
4433|4759|0
4435|13020|1
4435|16059|0
4443|12360|4
4444|21070|0
4451|16660|0
4455|32318|0
4462|27243|1
4484|219|2
4487|8705|4
4490|17560|0
4495|7194|4
4507|7179|3
4513|1252|4
4513|21184|0
4516|1705|1
4518|31267|0
4521|8969|2
4525|19267|0
4527|875|4
4528|28936|0
4532|24555|0
4538|16059|2
4548|28408|0
4548|29657|0
4562|24382|3
4573|23914|3
4588|11178|0
4597|32649|0
4602|1981|4
4607|875|0
4607|5076|0
4608|16012|0
4611|18460|1
4620|2627|0
4620|28225|0
4631|31262|3
4634|425|1
4649|14754|0
4652|15116|4
4652|21702|0
4661|29657|3
4671|18630|0
4676|11188|0
4679|19012|0
4688|13574|0
4692|5112|3
4695|10060|0
4695|16629|3
4703|29657|0
4704|12946|2
4706|16948|0
4710|2641|0
4733|25422|0
4733|30075|0
4733|32581|0
4742|32633|0
4743|8615|2
4770|32554|0
4782|18630|0
4792|18754|2
4811|10382|0
4827|10703|0
4830|12817|4
4839|7199|0
4842|27790|0
4843|24373|3
4843|32714|2
4844|24716|0
4853|14833|4
4861|13198|0
4862|17645|0
4862|19681|0
4868|24939|0
4870|875|3
4870|10945|0
4870|25789|0
4875|26196|0
4879|2684|1
4892|21290|0
4899|27968|4
4906|5654|4
4908|461|2
4928|20131|3
4930|14424|0
4941|9262|0
4957|11251|0
4958|12646|3
4958|13386|4
4960|13002|0
4962|697|0
4962|24966|1
4964|23050|3
4964|29657|0
4964|29660|1
4973|25733|0
4973|25796|4
4973|27150|0
4979|29260|4
4980|13664|0
4992|19768|0
4993|22127|2
4999|6261|0
5000|10997|0
5000|24763|3
5003|18796|0
5004|2648|0
5004|6478|3
5004|20478|2
5004|29288|0
5007|1397|0
5007|8021|3
5007|12273|3
5007|24145|2
5007|30138|0
5014|5779|0
5022|466|4
5022|13664|4
5026|19976|3
5028|20843|0
5030|19441|0
5031|25167|0
5034|15483|3
5041|18630|2
5053|22728|0
5056|4578|0
5057|2601|0
5061|6876|0
5071|27263|0
5073|21305|1
5073|31265|3
5076|21006|0
5085|14606|0
5087|24107|3
5088|14005|0
5088|18954|0
5097|11251|4
5097|19267|4
5110|8251|0
5128|18630|0
5131|21690|0
5131|23148|3
5141|14776|0
5142|26043|3
5142|27810|0
5147|11710|0
5148|8054|3
5149|1509|0
5149|8332|0
5149|9504|2
5149|13752|0
5149|15912|0
5149|26932|0
5149|30712|1
5150|7032|4
5152|9649|4
5156|3594|1
5157|18630|0
5163|10646|0
5163|30445|3
5172|23257|3
5189|8431|0
5189|18385|4
5189|26547|1
5189|29633|2
5190|31552|0
5197|34|0
5203|4205|2
5203|19399|0
5203|25759|4
5203|30546|3
5204|28715|3
5207|28601|4
5214|7644|2
5219|15389|3
5219|16162|2
5219|20922|0
5228|12733|0
5228|20058|0
5237|20508|4
5251|19725|0
5255|28517|0
5257|17785|4
5262|4027|1
5278|16369|0
5278|21483|4
5280|4349|0
5288|6279|1
5289|14815|1
5291|9649|0
5295|3389|0
5295|27944|0
5303|13437|1
5304|3113|0
5305|13675|4
5305|25993|3
5310|1379|0
5313|8487|0
5318|12773|0
5326|2684|0
5326|9976|0
5327|7199|0
5335|14910|0
5337|9550|3
5337|16413|2
5339|20209|0
5344|637|0
5350|18630|0
5354|18498|3
5354|29307|3
5360|12881|4
5371|20965|0
5382|27522|4
5387|23050|1
5388|22982|4
5389|16286|3
5389|32442|1
5397|20146|4
5398|11452|0
5399|6909|0
5405|15020|0
5405|15442|0
5407|21911|0
5408|3090|0
5409|22978|0
5409|32305|4
5421|29779|0
5429|27790|4
5434|5474|1
5434|19825|0
5436|6263|0
5436|15092|0
5464|1105|0
5487|29657|0
5490|604|0
5490|19646|0
5490|29660|0
5492|21290|0
5495|3601|2
5511|14815|0
5511|27687|4
5519|395|4
5523|17711|0
5535|20131|0
5539|12091|0
5545|1294|4
5545|23050|4
5554|29660|0
5564|17550|3
5594|8053|1
5602|25487|1
5602|28096|0
5619|20795|0
5622|1732|1
5622|5371|0
5626|15643|4
5630|6307|0
5649|2550|2
5649|26494|0
5650|10174|0
5654|27956|3
5657|17484|4
5657|19939|0
5657|22993|4
5658|5146|0
5664|3991|0
5664|7420|0
5664|10641|2
5674|2321|0
5676|6082|2
5681|1284|4
5682|8362|0
5683|15036|0
5684|21375|0
5688|2113|3
5694|1250|0
5698|1924|3
5699|23512|0
5705|11251|4
5709|656|0
5709|22987|3
5712|17089|0
5713|29660|4
5714|6478|4
5714|8021|0
5714|9836|0
5735|19976|0
5735|30173|1
5744|9469|0
5750|29794|3
5753|30324|4
5759|6715|0
5768|14467|0
5768|20478|0
5768|28708|0
5776|20562|3
5782|18953|0
5782|20572|2
5791|32274|1
5795|20986|0
5831|6524|2
5835|32204|0
5839|11140|0
5854|16529|1
5854|18390|0
5854|23402|2
5864|587|0
5875|25706|0
5878|14450|0
5878|14971|0
5880|19959|0
5887|20478|3
5891|6271|0
5891|7997|0
5898|32046|3
5908|6997|2
5920|20028|0
5920|24205|0
5922|1461|3
5929|31702|0
5938|26082|4
5945|4093|0
5945|12528|0
5947|6453|4
5947|17995|3
5947|25979|0
5947|28410|0
5947|30772|0
5952|18630|0
5957|31812|0
5964|20515|0
5972|3997|0
5972|29349|0
5974|9906|0
5981|24115|0
5987|12081|2
5987|23529|0
5993|10920|0
5993|28103|0
5993|29473|2
5999|5221|0
5999|6494|0
6000|3709|0
6001|10515|0
6004|19519|0
6009|7420|0
6012|13717|4
6014|32204|0
6015|11213|3
6017|19017|1
6025|16070|0
6032|23685|4
6032|26130|0
6040|31702|1
6042|22587|0
6054|14815|0
6060|6909|0
6060|29657|2
6061|12831|0
6063|4925|0
6068|6876|0
6068|6890|0
6070|28573|3
6093|18031|0
6103|4702|0
6105|14815|0
6105|21163|0
6106|32576|0
6132|30705|0
6134|29555|0
6137|14424|1
6144|1970|0
6144|24124|3
6168|20150|2
6173|20478|3
6175|263|0
6176|9649|0
6176|23778|0
6178|23638|4
6185|697|3
6194|20114|3
6194|31812|0
6196|7097|0
6196|11251|2
6209|29657|1
6219|4402|0
6222|20106|0
6233|16059|0
6233|26379|0
6234|4091|0
6235|14815|0
6239|23899|0
6244|31392|2
6248|16868|4
6248|23778|4
6257|3594|1
6260|17531|2
6263|4091|0
6267|29280|0
6270|30511|0
6285|9906|4
6285|23148|0
6285|30263|4
6289|10130|2
6293|7032|0
6295|3812|0
6321|29603|0
6321|29657|0
6333|28531|0
6352|8647|4
6356|5981|0
6359|20572|2
6359|25726|0
6382|31216|4
6396|10136|0
6400|20331|1
6410|2811|3
6425|4935|0
6425|31877|0
6430|4660|0
6439|19429|0
6444|12275|0
6447|15389|0
6449|31812|2
6450|22987|0
6451|18630|1
6452|19725|0
6457|27507|2
6458|13305|0
6458|15998|0
6460|20694|0
6471|6375|0
6478|1299|2
6478|24763|0
6483|31428|2
6486|882|0
6486|6819|0
6486|28186|0
6490|26494|4
6494|26830|1
6496|1051|0
6496|2627|0
6496|31702|4
6499|18630|0
6509|22474|0
6511|23534|1
6528|1732|4
6531|30578|0
6540|28845|3
6548|11251|0
6548|18169|0
6551|552|0
6551|25686|0
6557|10910|0
6557|32289|0
6561|18846|2
6565|13791|0
6568|24840|4
6575|6462|2
6587|29657|0
6589|29146|3
6600|21139|0
6604|4279|2
6604|7470|2
6604|16215|4
6604|30580|0
6605|10246|2
6605|20074|3
6614|1299|0
6627|29359|0
6632|5076|0
6632|16162|2
6637|11454|2
6658|17785|0
6665|26600|0
6673|4066|4
6673|30271|4
6681|2831|0
6685|18630|0
6688|18630|0
6693|26708|0
6698|25945|3
6704|24124|0
6706|22582|2
6708|1834|0
6721|15036|3
6721|26503|0
6724|23360|0
6732|14833|0
6732|32209|0
6733|25943|2
6737|3764|2
6737|15002|0
6737|18213|3
6738|4759|0
6738|24124|4
6744|17089|0
6745|8628|1
6757|7318|0
6760|10451|0
6760|10961|0
6760|25754|0
6764|26381|0
6779|25285|3
6779|28670|3
6789|7739|1
6792|5170|3
6795|12773|0
6801|6876|0
6801|7976|0
6801|9831|0
6801|19824|3
6802|11088|0
6811|28531|0
6818|28140|0
6822|26346|0
6838|587|0
6854|17463|0
6859|26841|0
6865|10033|2
6874|461|0
6874|25422|1
6874|28123|0
6875|14424|2
6875|26043|4
6877|13885|0
6878|11188|3
6878|20209|0
6878|24455|0
6879|17089|4
6883|25471|3
6887|5348|3
6890|8736|0
6890|13027|0
6893|395|0
6893|16101|0
6893|26954|0
6894|19390|0
6896|2109|2
6896|18630|1
6897|8563|2
6897|23050|4
6903|6350|0
6907|10703|2
6931|31262|0
6933|12278|3
6946|31453|2
6958|11752|1
6971|30241|3
6974|8935|4
6989|19267|3
6996|13791|0
6997|23109|2
7000|30362|0
7001|24041|1
7004|2684|3
7007|2614|0
7007|26379|0
7011|3027|0
7021|29657|1
7022|23134|0
7035|11434|0
7040|23402|0
7041|6462|3
7041|13020|0
7041|30586|0
7048|21690|0
7057|11392|0
7072|29657|0
7073|10507|3
7073|18630|0
7073|25167|0
7076|2113|0
7082|20769|0
7082|29657|0
7087|22688|0
7093|6126|0
7095|23956|3
7097|18796|3
7109|15479|0
7109|18780|0
7109|24615|0
7109|25746|0
7109|30387|4
7110|29115|0
7118|8385|0
7125|13228|3
7129|4849|4
7131|10264|0
7138|1105|0
7145|19267|3
7149|15368|0
7164|1649|0
7169|18438|0
7178|23582|0
7185|18478|0
7189|22336|0
7189|24433|2
7190|32163|3
7198|9354|0
7198|22417|3
7198|25993|3
7198|32565|2
7201|5254|0
7215|7534|3
7215|22351|4
7224|8538|0
7229|29657|0
7237|14453|0
7243|11137|0
7252|18625|2
7255|8969|0
7255|30362|0
7259|11251|0
7260|5468|0
7265|29660|3
7271|1705|0
7271|13526|0
7271|31683|0
7282|28788|0
7299|9469|0
7303|2519|0
7303|5349|0
7303|21146|0
7310|8615|4
7311|22987|0
7314|102|1
7314|13187|3
7314|13574|0
7314|13951|0
7317|14673|3
7319|207|3
7319|4205|0
7319|12878|1
7319|20131|2
7320|22262|0
7324|22963|0
7325|14281|0
7335|12901|0
7343|12974|4
7346|30985|4
7351|1660|0
7351|2916|0
7351|4595|0
7351|5960|0
7359|11513|4
7360|5294|0
7360|21241|0
7370|20317|0
7372|19281|3
7373|19526|2
7374|22975|0
7385|376|0
7385|28137|0
7385|28140|0
7389|19267|0
7390|12033|0
7390|21382|3
7392|21240|0
7394|6065|4
7394|7428|2
7400|587|4
7400|5260|0
7400|30133|0
7403|7158|0
7403|20751|0
7405|6876|0
7418|20562|0
7423|2702|4
7427|16352|0
7437|395|0
7447|29116|3
7452|23582|0
7457|23582|0
7458|18796|0
7462|20968|0
7463|32743|4
7496|20209|2
7496|26468|0
7515|12100|0
7515|22849|4
7520|7644|3
7520|13599|4
7531|7520|3
7562|3985|4
7568|17499|0
7571|19210|0
7576|2667|0
7576|9976|0
7576|14424|0
7580|1970|0
7583|31079|3
7588|1322|3
7588|5654|0
7588|10282|1
7588|12528|0
7588|15445|4
7588|20131|0
7588|25880|0
7588|27095|0
7589|22978|0
7590|13825|0
7594|20204|0
7597|14381|4
7605|11251|0
7608|29433|4
7609|32349|0
7611|28140|0
7613|14714|0
7617|250|0
7617|27560|4
7620|4595|2
7621|20413|0
7624|8570|0
7628|25167|4
7641|10409|0
7646|5801|2
7651|16931|1
7656|29581|0
7661|21887|3
7662|15428|3
7665|8779|0
7670|16931|4
7670|29581|0
7683|11392|2
7686|11307|1
7693|16281|1
7694|25162|0
7715|16503|4
7717|32007|2
7723|2916|4
7723|3812|0
7723|8151|3
7723|30406|3
7723|30467|3
7724|11088|3
7724|16188|0
7724|26033|0
7726|9262|3
7731|15667|0
7731|26072|0
7732|12901|0
7740|14005|0
7743|29657|0
7755|27808|0
7757|1390|0
7765|13355|2
7765|29505|4
7782|18796|0
7786|8716|0
7792|6774|4
7804|28378|0
7805|6276|0
7805|10770|2
7805|13048|0
7805|13967|3
7809|13951|3
7812|21625|0
7823|17426|0
7824|26010|3
7830|10756|0
7835|17838|3
7837|13027|0
7841|950|3
7842|11088|2
7846|11032|4
7846|27734|4
7859|4325|2
7862|14291|0
7862|27866|3
7867|7920|4
7882|395|0
7882|30362|0
7884|23914|0
7886|6766|0
7889|21184|2
7890|11251|0
7890|15163|4
7892|30109|0
7901|5221|0
7911|20638|3
7926|18809|2
7926|28408|0
7941|23475|1
7942|25979|0
7958|9433|3
7969|21144|2
7974|32752|0
7992|24397|4
7997|4549|4
7997|26945|0
7998|10675|4
7998|31400|0
8004|11506|0
8005|17499|0
8013|277|3
8018|22417|0
8021|10033|4
8021|15020|0
8021|16059|0
8036|10914|0
8036|20100|0
8038|17894|3
8046|5221|0
8046|6890|0
8060|1252|4
8063|29700|0
8064|27536|0
8066|1629|1
8068|13752|4
8068|27179|3
8080|4027|4
8094|6482|4
8108|8705|0
8108|13466|4
8108|29225|0
8109|2627|0
8113|461|0
8113|31235|0
8116|23901|0
8126|14072|4
8130|25167|0
8131|25376|0
8132|1263|0
8132|14351|3
8132|21808|0
8133|24953|0
8138|4193|0
8142|23582|1
